"code produit";"Ancien N° client";"Id client";"Date de la demande";"Objet demande";"détail de la demande";"Montant demande";"Duree";"Diffèré jour";"Diffèré échéance";"Délai de grace";"Agent gestionnaire";"prélèvement automatique";"Date approbation";"Date déboursement";"Commission";"Assurance";"Garantie numéraire mobilisée";"Garantie matérielle mobilisée";"Type bien";"Description bien";"Id group";"categorie dossier";"Montant octroyé";"Int tot";"Cap rest";"Int rest";"Date dernier remb";"Suspension Pénalité"
C5;256;256;12/02/2017;6;Ordinaire;2000000;60;;;;2;oui;12/02/2017;12/02/2017;oui;oui;80000;;;;;;2000000;376148;1972065;364481;30/11/2017;non
